"n","gram","annee","mois","rubrique","total"
2,"paix",1986,5,"science/technologie",16457438
11,"paix",1986,5,"société",16457438
1,"paix",1986,5,"sport",16457438
6,"paix",1986,5,"économie",16457438
34,"paix",1986,6,"culture",16457438
1,"paix",1986,6,"inclassable",16457438
104,"paix",1986,6,"international",16457438
34,"paix",1986,6,"politique",16457438
1,"paix",1986,6,"science/technologie",16457438
18,"paix",1986,6,"société",16457438
4,"paix",1986,6,"économie",16457438
32,"paix",1986,7,"culture",16457438
3,"paix",1986,7,"inclassable",16457438
202,"paix",1986,7,"international",16457438
39,"paix",1986,7,"politique",16457438
16,"paix",1986,7,"société",16457438
2,"paix",1986,7,"économie",16457438
18,"paix",1986,8,"culture",16457438
3,"paix",1986,8,"inclassable",16457438
123,"paix",1986,8,"international",16457438
11,"paix",1986,8,"politique",16457438
18,"paix",1986,8,"société",16457438
2,"paix",1986,8,"sport",16457438
18,"paix",1986,9,"culture",16457438
6,"paix",1986,9,"inclassable",16457438
120,"paix",1986,9,"international",16457438
35,"paix",1986,9,"politique",16457438
10,"paix",1986,9,"société",16457438
2,"paix",1986,9,"économie",16457438
57,"paix",1986,10,"culture",16457438
4,"paix",1986,10,"inclassable",16457438
108,"paix",1986,10,"international",16457438
50,"paix",1986,10,"politique",16457438
1,"paix",1986,10,"science/technologie",16457438
22,"paix",1986,10,"société",16457438
1,"paix",1986,10,"sport",16457438
38,"paix",1986,11,"culture",16457438
1,"paix",1986,11,"inclassable",16457438
62,"paix",1986,11,"international",16457438
32,"paix",1986,11,"politique",16457438
8,"paix",1986,11,"société",16457438
1,"paix",1986,11,"sport",16457438
3,"paix",1986,11,"économie",16457438
46,"paix",1986,12,"culture",16457438
65,"paix",1986,12,"international",16457438
20,"paix",1986,12,"politique",16457438
1,"paix",1986,12,"science/technologie",16457438
16,"paix",1986,12,"société",16457438
1,"paix",1986,12,"économie",16457438
35,"paix",1987,1,"culture",18003577
5,"paix",1987,1,"inclassable",18003577
114,"paix",1987,1,"international",18003577
39,"paix",1987,1,"politique",18003577
1,"paix",1987,1,"science/technologie",18003577
8,"paix",1987,1,"société",18003577
1,"paix",1987,1,"sport",18003577
2,"paix",1987,1,"économie",18003577
27,"paix",1987,2,"culture",18003577
4,"paix",1987,2,"inclassable",18003577
114,"paix",1987,2,"international",18003577
36,"paix",1987,2,"politique",18003577
11,"paix",1987,2,"société",18003577
2,"paix",1987,2,"sport",18003577
4,"paix",1987,2,"économie",18003577
25,"paix",1987,3,"culture",18003577
8,"paix",1987,3,"inclassable",18003577
93,"paix",1987,3,"international",18003577
25,"paix",1987,3,"politique",18003577
2,"paix",1987,3,"science/technologie",18003577
12,"paix",1987,3,"société",18003577
6,"paix",1987,3,"économie",18003577
28,"paix",1987,4,"culture",18003577
5,"paix",1987,4,"inclassable",18003577
153,"paix",1987,4,"international",18003577
14,"paix",1987,4,"politique",18003577
10,"paix",1987,4,"société",18003577
1,"paix",1987,4,"sport",18003577
1,"paix",1987,4,"économie",18003577
38,"paix",1987,5,"culture",18003577
8,"paix",1987,5,"inclassable",18003577
136,"paix",1987,5,"international",18003577
29,"paix",1987,5,"politique",18003577
3,"paix",1987,5,"science/technologie",18003577
14,"paix",1987,5,"société",18003577
1,"paix",1987,5,"sport",18003577
1,"paix",1987,5,"économie",18003577
19,"paix",1987,6,"culture",18003577
6,"paix",1987,6,"inclassable",18003577
138,"paix",1987,6,"international",18003577
51,"paix",1987,6,"politique",18003577
13,"paix",1987,6,"société",18003577
3,"paix",1987,6,"économie",18003577
21,"paix",1987,7,"culture",18003577
3,"paix",1987,7,"inclassable",18003577
103,"paix",1987,7,"international",18003577
23,"paix",1987,7,"politique",18003577
20,"paix",1987,7,"société",18003577
1,"paix",1987,7,"sport",18003577
28,"paix",1987,8,"culture",18003577
1,"paix",1987,8,"inclassable",18003577
207,"paix",1987,8,"international",18003577
21,"paix",1987,8,"politique",18003577
4,"paix",1987,8,"société",18003577
1,"paix",1987,8,"sport",18003577
2,"paix",1987,8,"économie",18003577
21,"paix",1987,9,"culture",18003577
2,"paix",1987,9,"inclassable",18003577
170,"paix",1987,9,"international",18003577
26,"paix",1987,9,"politique",18003577
2,"paix",1987,9,"science/technologie",18003577
16,"paix",1987,9,"société",18003577
1,"paix",1987,9,"sport",18003577
4,"paix",1987,9,"économie",18003577
54,"paix",1987,10,"culture",18003577
6,"paix",1987,10,"inclassable",18003577
176,"paix",1987,10,"international",18003577
23,"paix",1987,10,"politique",18003577
2,"paix",1987,10,"science/technologie",18003577
4,"paix",1987,10,"société",18003577
3,"paix",1987,10,"économie",18003577
16,"paix",1987,11,"culture",18003577
4,"paix",1987,11,"inclassable",18003577
135,"paix",1987,11,"international",18003577
20,"paix",1987,11,"politique",18003577
7,"paix",1987,11,"société",18003577
1,"paix",1987,11,"sport",18003577
2,"paix",1987,11,"économie",18003577
28,"paix",1987,12,"culture",18003577
144,"paix",1987,12,"international",18003577
24,"paix",1987,12,"politique",18003577
11,"paix",1987,12,"société",18003577
2,"paix",1987,12,"économie",18003577
54,"paix",1988,1,"culture",19027226
10,"paix",1988,1,"inclassable",19027226
174,"paix",1988,1,"international",19027226
45,"paix",1988,1,"politique",19027226
14,"paix",1988,1,"société",19027226
1,"paix",1988,1,"économie",19027226
23,"paix",1988,2,"culture",19027226
2,"paix",1988,2,"inclassable",19027226
133,"paix",1988,2,"international",19027226
17,"paix",1988,2,"politique",19027226
32,"paix",1988,2,"société",19027226
1,"paix",1988,2,"sport",19027226
3,"paix",1988,2,"économie",19027226
28,"paix",1988,3,"culture",19027226
4,"paix",1988,3,"inclassable",19027226
175,"paix",1988,3,"international",19027226
96,"paix",1988,3,"politique",19027226
15,"paix",1988,3,"société",19027226
4,"paix",1988,3,"économie",19027226
25,"paix",1988,4,"culture",19027226
3,"paix",1988,4,"inclassable",19027226
140,"paix",1988,4,"international",19027226
48,"paix",1988,4,"politique",19027226
9,"paix",1988,4,"société",19027226
1,"paix",1988,4,"sport",19027226
7,"paix",1988,4,"économie",19027226
19,"paix",1988,5,"culture",19027226
4,"paix",1988,5,"inclassable",19027226
131,"paix",1988,5,"international",19027226
41,"paix",1988,5,"politique",19027226
1,"paix",1988,5,"science/technologie",19027226
15,"paix",1988,5,"société",19027226
5,"paix",1988,5,"sport",19027226
3,"paix",1988,5,"économie",19027226
30,"paix",1988,6,"culture",19027226
5,"paix",1988,6,"inclassable",19027226
131,"paix",1988,6,"international",19027226
25,"paix",1988,6,"politique",19027226
10,"paix",1988,6,"société",19027226
1,"paix",1988,6,"sport",19027226
1,"paix",1988,6,"économie",19027226
32,"paix",1988,7,"culture",19027226
3,"paix",1988,7,"inclassable",19027226
246,"paix",1988,7,"international",19027226
43,"paix",1988,7,"politique",19027226
12,"paix",1988,7,"société",19027226
26,"paix",1988,8,"culture",19027226
1,"paix",1988,8,"inclassable",19027226
274,"paix",1988,8,"international",19027226
19,"paix",1988,8,"politique",19027226
1,"paix",1988,8,"science/technologie",19027226
10,"paix",1988,8,"société",19027226
1,"paix",1988,8,"sport",19027226
2,"paix",1988,8,"économie",19027226
17,"paix",1988,9,"culture",19027226
3,"paix",1988,9,"inclassable",19027226
196,"paix",1988,9,"international",19027226
61,"paix",1988,9,"politique",19027226
15,"paix",1988,9,"société",19027226
4,"paix",1988,9,"sport",19027226
7,"paix",1988,9,"économie",19027226
31,"paix",1988,10,"culture",19027226
2,"paix",1988,10,"inclassable",19027226
199,"paix",1988,10,"international",19027226
55,"paix",1988,10,"politique",19027226
17,"paix",1988,10,"société",19027226
1,"paix",1988,10,"sport",19027226
1,"paix",1988,10,"économie",19027226
35,"paix",1988,11,"culture",19027226
7,"paix",1988,11,"inclassable",19027226
193,"paix",1988,11,"international",19027226
51,"paix",1988,11,"politique",19027226
17,"paix",1988,11,"société",19027226
7,"paix",1988,11,"économie",19027226
53,"paix",1988,12,"culture",19027226
10,"paix",1988,12,"inclassable",19027226
251,"paix",1988,12,"international",19027226
18,"paix",1988,12,"politique",19027226
2,"paix",1988,12,"science/technologie",19027226
6,"paix",1988,12,"société",19027226
1,"paix",1988,12,"sport",19027226
1,"paix",1988,12,"économie",19027226
16,"paix",1989,1,"culture",19485918
4,"paix",1989,1,"inclassable",19485918
172,"paix",1989,1,"international",19485918
18,"paix",1989,1,"politique",19485918
7,"paix",1989,1,"société",19485918
1,"paix",1989,1,"sport",19485918
15,"paix",1989,2,"culture",19485918
3,"paix",1989,2,"inclassable",19485918
138,"paix",1989,2,"international",19485918
18,"paix",1989,2,"politique",19485918
2,"paix",1989,2,"science/technologie",19485918
12,"paix",1989,2,"société",19485918
4,"paix",1989,2,"économie",19485918
24,"paix",1989,3,"culture",19485918
5,"paix",1989,3,"inclassable",19485918
170,"paix",1989,3,"international",19485918
15,"paix",1989,3,"politique",19485918
16,"paix",1989,3,"société",19485918
2,"paix",1989,3,"sport",19485918
2,"paix",1989,3,"économie",19485918
24,"paix",1989,4,"culture",19485918
2,"paix",1989,4,"inclassable",19485918
130,"paix",1989,4,"international",19485918
50,"paix",1989,4,"politique",19485918
16,"paix",1989,4,"société",19485918
3,"paix",1989,4,"économie",19485918
32,"paix",1989,5,"culture",19485918
1,"paix",1989,5,"inclassable",19485918
209,"paix",1989,5,"international",19485918
77,"paix",1989,5,"politique",19485918
1,"paix",1989,5,"science/technologie",19485918
14,"paix",1989,5,"société",19485918
2,"paix",1989,5,"économie",19485918
18,"paix",1989,6,"culture",19485918
2,"paix",1989,6,"inclassable",19485918
152,"paix",1989,6,"international",19485918
37,"paix",1989,6,"politique",19485918
33,"paix",1989,6,"société",19485918
2,"paix",1989,6,"sport",19485918
2,"paix",1989,6,"économie",19485918
47,"paix",1989,7,"culture",19485918
10,"paix",1989,7,"inclassable",19485918
195,"paix",1989,7,"international",19485918
27,"paix",1989,7,"politique",19485918
12,"paix",1989,7,"société",19485918
2,"paix",1989,7,"économie",19485918
23,"paix",1989,8,"culture",19485918
3,"paix",1989,8,"inclassable",19485918
170,"paix",1989,8,"international",19485918
45,"paix",1989,8,"politique",19485918
5,"paix",1989,8,"société",19485918
3,"paix",1989,8,"économie",19485918
18,"paix",1989,9,"culture",19485918
5,"paix",1989,9,"inclassable",19485918
152,"paix",1989,9,"international",19485918
30,"paix",1989,9,"politique",19485918
10,"paix",1989,9,"société",19485918
2,"paix",1989,9,"économie",19485918
33,"paix",1989,10,"culture",19485918
135,"paix",1989,10,"international",19485918
24,"paix",1989,10,"politique",19485918
1,"paix",1989,10,"science/technologie",19485918
17,"paix",1989,10,"société",19485918
6,"paix",1989,10,"économie",19485918
17,"paix",1989,11,"culture",19485918
4,"paix",1989,11,"inclassable",19485918
187,"paix",1989,11,"international",19485918
22,"paix",1989,11,"politique",19485918
9,"paix",1989,11,"société",19485918
5,"paix",1989,11,"sport",19485918
30,"paix",1989,12,"culture",19485918
140,"paix",1989,12,"international",19485918
10,"paix",1989,12,"politique",19485918
3,"paix",1989,12,"science/technologie",19485918
9,"paix",1989,12,"société",19485918
1,"paix",1989,12,"économie",19485918
18,"paix",1990,1,"culture",18203871
2,"paix",1990,1,"inclassable",18203871
110,"paix",1990,1,"international",18203871
30,"paix",1990,1,"politique",18203871
1,"paix",1990,1,"science/technologie",18203871
11,"paix",1990,1,"société",18203871
3,"paix",1990,1,"économie",18203871
15,"paix",1990,2,"culture",18203871
1,"paix",1990,2,"inclassable",18203871
133,"paix",1990,2,"international",18203871
15,"paix",1990,2,"politique",18203871
3,"paix",1990,2,"science/technologie",18203871
9,"paix",1990,2,"société",18203871
2,"paix",1990,2,"économie",18203871
59,"paix",1990,3,"culture",18203871
6,"paix",1990,3,"inclassable",18203871
134,"paix",1990,3,"international",18203871
22,"paix",1990,3,"politique",18203871
18,"paix",1990,3,"société",18203871
1,"paix",1990,3,"sport",18203871
5,"paix",1990,3,"économie",18203871
23,"paix",1990,4,"culture",18203871
1,"paix",1990,4,"inclassable",18203871
117,"paix",1990,4,"international",18203871
14,"paix",1990,4,"politique",18203871
13,"paix",1990,4,"société",18203871
2,"paix",1990,4,"économie",18203871
27,"paix",1990,5,"culture",18203871
111,"paix",1990,5,"international",18203871
19,"paix",1990,5,"politique",18203871
16,"paix",1990,5,"société",18203871
3,"paix",1990,5,"économie",18203871
30,"paix",1990,6,"culture",18203871
119,"paix",1990,6,"international",18203871
24,"paix",1990,6,"politique",18203871
11,"paix",1990,6,"société",18203871
3,"paix",1990,6,"sport",18203871
9,"paix",1990,6,"économie",18203871
20,"paix",1990,7,"culture",18203871
2,"paix",1990,7,"inclassable",18203871
105,"paix",1990,7,"international",18203871
26,"paix",1990,7,"politique",18203871
11,"paix",1990,7,"société",18203871
2,"paix",1990,7,"sport",18203871
17,"paix",1990,8,"culture",18203871
173,"paix",1990,8,"international",18203871
10,"paix",1990,8,"politique",18203871
11,"paix",1990,8,"société",18203871
27,"paix",1990,9,"culture",18203871
2,"paix",1990,9,"inclassable",18203871
181,"paix",1990,9,"international",18203871
40,"paix",1990,9,"politique",18203871
1,"paix",1990,9,"science/technologie",18203871
9,"paix",1990,9,"société",18203871
1,"paix",1990,9,"sport",18203871
3,"paix",1990,9,"économie",18203871
32,"paix",1990,10,"culture",18203871
4,"paix",1990,10,"inclassable",18203871
164,"paix",1990,10,"international",18203871
43,"paix",1990,10,"politique",18203871
2,"paix",1990,10,"science/technologie",18203871
25,"paix",1990,10,"société",18203871
3,"paix",1990,10,"économie",18203871
31,"paix",1990,11,"culture",18203871
3,"paix",1990,11,"inclassable",18203871
157,"paix",1990,11,"international",18203871
41,"paix",1990,11,"politique",18203871
1,"paix",1990,11,"science/technologie",18203871
13,"paix",1990,11,"société",18203871
2,"paix",1990,11,"sport",18203871
3,"paix",1990,11,"économie",18203871
53,"paix",1990,12,"culture",18203871
9,"paix",1990,12,"inclassable",18203871
184,"paix",1990,12,"international",18203871
50,"paix",1990,12,"politique",18203871
9,"paix",1990,12,"société",18203871
2,"paix",1990,12,"économie",18203871
53,"paix",1991,1,"culture",18732356
1,"paix",1991,1,"inclassable",18732356
476,"paix",1991,1,"international",18732356
262,"paix",1991,1,"politique",18732356
51,"paix",1991,1,"société",18732356
4,"paix",1991,1,"sport",18732356
2,"paix",1991,1,"économie",18732356
66,"paix",1991,2,"culture",18732356
8,"paix",1991,2,"inclassable",18732356
496,"paix",1991,2,"international",18732356
175,"paix",1991,2,"politique",18732356
1,"paix",1991,2,"science/technologie",18732356
27,"paix",1991,2,"société",18732356
8,"paix",1991,2,"économie",18732356
38,"paix",1991,3,"culture",18732356
5,"paix",1991,3,"inclassable",18732356
345,"paix",1991,3,"international",18732356
91,"paix",1991,3,"politique",18732356
12,"paix",1991,3,"société",18732356
4,"paix",1991,3,"économie",18732356
28,"paix",1991,4,"culture",18732356
232,"paix",1991,4,"international",18732356
20,"paix",1991,4,"politique",18732356
9,"paix",1991,4,"société",18732356
2,"paix",1991,4,"économie",18732356
47,"paix",1991,5,"culture",18732356
6,"paix",1991,5,"inclassable",18732356
273,"paix",1991,5,"international",18732356
26,"paix",1991,5,"politique",18732356
3,"paix",1991,5,"science/technologie",18732356
4,"paix",1991,5,"société",18732356
2,"paix",1991,5,"économie",18732356
26,"paix",1991,6,"culture",18732356
4,"paix",1991,6,"inclassable",18732356
204,"paix",1991,6,"international",18732356
25,"paix",1991,6,"politique",18732356
16,"paix",1991,6,"société",18732356
2,"paix",1991,6,"économie",18732356
25,"paix",1991,7,"culture",18732356
1,"paix",1991,7,"inclassable",18732356
300,"paix",1991,7,"international",18732356
21,"paix",1991,7,"politique",18732356
11,"paix",1991,7,"société",18732356
1,"paix",1991,7,"sport",18732356
17,"paix",1991,8,"culture",18732356
11,"paix",1991,8,"inclassable",18732356
346,"paix",1991,8,"international",18732356
24,"paix",1991,8,"politique",18732356
7,"paix",1991,8,"société",18732356
1,"paix",1991,8,"sport",18732356
26,"paix",1991,9,"culture",18732356
4,"paix",1991,9,"inclassable",18732356
370,"paix",1991,9,"international",18732356
18,"paix",1991,9,"politique",18732356
1,"paix",1991,9,"science/technologie",18732356
11,"paix",1991,9,"société",18732356
3,"paix",1991,9,"économie",18732356
29,"paix",1991,10,"culture",18732356
571,"paix",1991,10,"international",18732356
25,"paix",1991,10,"politique",18732356
1,"paix",1991,10,"science/technologie",18732356
13,"paix",1991,10,"société",18732356
1,"paix",1991,10,"économie",18732356
46,"paix",1991,11,"culture",18732356
7,"paix",1991,11,"inclassable",18732356
493,"paix",1991,11,"international",18732356
18,"paix",1991,11,"politique",18732356
15,"paix",1991,11,"société",18732356
1,"paix",1991,11,"économie",18732356
58,"paix",1991,12,"culture",18732356
5,"paix",1991,12,"inclassable",18732356
273,"paix",1991,12,"international",18732356
20,"paix",1991,12,"politique",18732356
3,"paix",1991,12,"société",18732356
1,"paix",1991,12,"sport",18732356
30,"paix",1992,1,"culture",19574764
3,"paix",1992,1,"inclassable",19574764
356,"paix",1992,1,"international",19574764
16,"paix",1992,1,"politique",19574764
1,"paix",1992,1,"science/technologie",19574764
16,"paix",1992,1,"société",19574764
1,"paix",1992,1,"sport",19574764
3,"paix",1992,1,"économie",19574764
39,"paix",1992,2,"culture",19574764
339,"paix",1992,2,"international",19574764
25,"paix",1992,2,"politique",19574764
3,"paix",1992,2,"science/technologie",19574764
11,"paix",1992,2,"société",19574764
1,"paix",1992,2,"économie",19574764
33,"paix",1992,3,"culture",19574764
2,"paix",1992,3,"inclassable",19574764
256,"paix",1992,3,"international",19574764
17,"paix",1992,3,"politique",19574764
10,"paix",1992,3,"société",19574764
1,"paix",1992,3,"sport",19574764
4,"paix",1992,3,"économie",19574764
20,"paix",1992,4,"culture",19574764
3,"paix",1992,4,"inclassable",19574764
210,"paix",1992,4,"international",19574764
39,"paix",1992,4,"politique",19574764
4,"paix",1992,4,"société",19574764
25,"paix",1992,5,"culture",19574764
8,"paix",1992,5,"inclassable",19574764
240,"paix",1992,5,"international",19574764
29,"paix",1992,5,"politique",19574764
1,"paix",1992,5,"science/technologie",19574764
14,"paix",1992,5,"société",19574764
1,"paix",1992,5,"sport",19574764
2,"paix",1992,5,"économie",19574764
45,"paix",1992,6,"culture",19574764
2,"paix",1992,6,"inclassable",19574764
302,"paix",1992,6,"international",19574764
28,"paix",1992,6,"politique",19574764
1,"paix",1992,6,"science/technologie",19574764
16,"paix",1992,6,"société",19574764
4,"paix",1992,6,"économie",19574764
30,"paix",1992,7,"culture",19574764
3,"paix",1992,7,"inclassable",19574764
322,"paix",1992,7,"international",19574764
27,"paix",1992,7,"politique",19574764
6,"paix",1992,7,"société",19574764
8,"paix",1992,7,"sport",19574764
4,"paix",1992,7,"économie",19574764
21,"paix",1992,8,"culture",19574764
3,"paix",1992,8,"inclassable",19574764
241,"paix",1992,8,"international",19574764
15,"paix",1992,8,"politique",19574764
2,"paix",1992,8,"sport",19574764
20,"paix",1992,9,"culture",19574764
1,"paix",1992,9,"inclassable",19574764
263,"paix",1992,9,"international",19574764
46,"paix",1992,9,"politique",19574764
9,"paix",1992,9,"société",19574764
1,"paix",1992,9,"économie",19574764
43,"paix",1992,10,"culture",19574764
1,"paix",1992,10,"inclassable",19574764
273,"paix",1992,10,"international",19574764
19,"paix",1992,10,"politique",19574764
6,"paix",1992,10,"société",19574764
1,"paix",1992,10,"sport",19574764
36,"paix",1992,11,"culture",19574764
7,"paix",1992,11,"inclassable",19574764
227,"paix",1992,11,"international",19574764
17,"paix",1992,11,"politique",19574764
13,"paix",1992,11,"société",19574764
4,"paix",1992,11,"économie",19574764
27,"paix",1992,12,"culture",19574764
12,"paix",1992,12,"inclassable",19574764
317,"paix",1992,12,"international",19574764
20,"paix",1992,12,"politique",19574764
1,"paix",1992,12,"science/technologie",19574764
7,"paix",1992,12,"société",19574764
1,"paix",1992,12,"économie",19574764
43,"paix",1993,1,"culture",20577199
5,"paix",1993,1,"inclassable",20577199
368,"paix",1993,1,"international",20577199
31,"paix",1993,1,"politique",20577199
2,"paix",1993,1,"science/technologie",20577199
15,"paix",1993,1,"société",20577199
2,"paix",1993,1,"sport",20577199
7,"paix",1993,1,"économie",20577199
23,"paix",1993,2,"culture",20577199
10,"paix",1993,2,"inclassable",20577199
302,"paix",1993,2,"international",20577199
44,"paix",1993,2,"politique",20577199
10,"paix",1993,2,"société",20577199
2,"paix",1993,2,"sport",20577199
2,"paix",1993,2,"économie",20577199
22,"paix",1993,3,"culture",20577199
310,"paix",1993,3,"international",20577199
25,"paix",1993,3,"politique",20577199
14,"paix",1993,3,"société",20577199
1,"paix",1993,3,"sport",20577199
2,"paix",1993,3,"économie",20577199
37,"paix",1993,4,"culture",20577199
5,"paix",1993,4,"inclassable",20577199
366,"paix",1993,4,"international",20577199
16,"paix",1993,4,"politique",20577199
25,"paix",1993,4,"société",20577199
24,"paix",1993,5,"culture",20577199
382,"paix",1993,5,"international",20577199
35,"paix",1993,5,"politique",20577199
10,"paix",1993,5,"société",20577199
7,"paix",1993,5,"économie",20577199
25,"paix",1993,6,"culture",20577199
256,"paix",1993,6,"international",20577199
19,"paix",1993,6,"politique",20577199
28,"paix",1993,6,"société",20577199
2,"paix",1993,6,"sport",20577199
4,"paix",1993,6,"économie",20577199
36,"paix",1993,7,"culture",20577199
4,"paix",1993,7,"inclassable",20577199
248,"paix",1993,7,"international",20577199
34,"paix",1993,7,"politique",20577199
2,"paix",1993,7,"science/technologie",20577199
17,"paix",1993,7,"société",20577199
1,"paix",1993,7,"sport",20577199
1,"paix",1993,7,"économie",20577199
22,"paix",1993,8,"culture",20577199
3,"paix",1993,8,"inclassable",20577199
312,"paix",1993,8,"international",20577199
3,"paix",1993,8,"politique",20577199
1,"paix",1993,8,"science/technologie",20577199
14,"paix",1993,8,"société",20577199
1,"paix",1993,8,"sport",20577199
30,"paix",1993,9,"culture",20577199
2,"paix",1993,9,"inclassable",20577199
911,"paix",1993,9,"international",20577199
57,"paix",1993,9,"politique",20577199
17,"paix",1993,9,"société",20577199
1,"paix",1993,9,"sport",20577199
3,"paix",1993,9,"économie",20577199
45,"paix",1993,10,"culture",20577199
4,"paix",1993,10,"inclassable",20577199
339,"paix",1993,10,"international",20577199
20,"paix",1993,10,"politique",20577199
2,"paix",1993,10,"science/technologie",20577199
14,"paix",1993,10,"société",20577199
7,"paix",1993,10,"économie",20577199
52,"paix",1993,11,"culture",20577199
6,"paix",1993,11,"inclassable",20577199
316,"paix",1993,11,"international",20577199
16,"paix",1993,11,"politique",20577199
11,"paix",1993,11,"société",20577199
1,"paix",1993,11,"sport",20577199
3,"paix",1993,11,"économie",20577199
39,"paix",1993,12,"culture",20577199
7,"paix",1993,12,"inclassable",20577199
415,"paix",1993,12,"international",20577199
17,"paix",1993,12,"politique",20577199
13,"paix",1993,12,"société",20577199
1,"paix",1993,12,"sport",20577199
11,"paix",1993,12,"économie",20577199
41,"paix",1994,1,"culture",20819097
1,"paix",1994,1,"inclassable",20819097
393,"paix",1994,1,"international",20819097
27,"paix",1994,1,"politique",20819097
10,"paix",1994,1,"société",20819097
25,"paix",1994,2,"culture",20819097
4,"paix",1994,2,"inclassable",20819097
307,"paix",1994,2,"international",20819097
23,"paix",1994,2,"politique",20819097
10,"paix",1994,2,"société",20819097
2,"paix",1994,2,"sport",20819097
1,"paix",1994,2,"économie",20819097
43,"paix",1994,3,"culture",20819097
5,"paix",1994,3,"inclassable",20819097
337,"paix",1994,3,"international",20819097
33,"paix",1994,3,"politique",20819097
19,"paix",1994,3,"société",20819097
3,"paix",1994,3,"sport",20819097
3,"paix",1994,3,"économie",20819097
47,"paix",1994,4,"culture",20819097
8,"paix",1994,4,"inclassable",20819097
295,"paix",1994,4,"international",20819097
27,"paix",1994,4,"politique",20819097
4,"paix",1994,4,"science/technologie",20819097
13,"paix",1994,4,"société",20819097
2,"paix",1994,4,"sport",20819097
4,"paix",1994,4,"économie",20819097
46,"paix",1994,5,"culture",20819097
9,"paix",1994,5,"inclassable",20819097
280,"paix",1994,5,"international",20819097
26,"paix",1994,5,"politique",20819097
13,"paix",1994,5,"société",20819097
2,"paix",1994,5,"économie",20819097
46,"paix",1994,6,"culture",20819097
10,"paix",1994,6,"inclassable",20819097
270,"paix",1994,6,"international",20819097
46,"paix",1994,6,"politique",20819097
15,"paix",1994,6,"société",20819097
5,"paix",1994,6,"sport",20819097
5,"paix",1994,6,"économie",20819097
35,"paix",1994,7,"culture",20819097
4,"paix",1994,7,"inclassable",20819097
411,"paix",1994,7,"international",20819097
52,"paix",1994,7,"politique",20819097
1,"paix",1994,7,"science/technologie",20819097
8,"paix",1994,7,"société",20819097
1,"paix",1994,7,"sport",20819097
5,"paix",1994,7,"économie",20819097
27,"paix",1994,8,"culture",20819097
20,"paix",1994,8,"inclassable",20819097
327,"paix",1994,8,"international",20819097
15,"paix",1994,8,"politique",20819097
5,"paix",1994,8,"science/technologie",20819097
12,"paix",1994,8,"société",20819097
4,"paix",1994,8,"sport",20819097
1,"paix",1994,8,"économie",20819097
34,"paix",1994,9,"culture",20819097
3,"paix",1994,9,"inclassable",20819097
349,"paix",1994,9,"international",20819097
26,"paix",1994,9,"politique",20819097
9,"paix",1994,9,"société",20819097
1,"paix",1994,9,"sport",20819097
6,"paix",1994,9,"économie",20819097
44,"paix",1994,10,"culture",20819097
1,"paix",1994,10,"inclassable",20819097
480,"paix",1994,10,"international",20819097
19,"paix",1994,10,"politique",20819097
5,"paix",1994,10,"science/technologie",20819097
17,"paix",1994,10,"société",20819097
1,"paix",1994,10,"économie",20819097
43,"paix",1994,11,"culture",20819097
7,"paix",1994,11,"inclassable",20819097
365,"paix",1994,11,"international",20819097
29,"paix",1994,11,"politique",20819097
22,"paix",1994,11,"société",20819097
4,"paix",1994,11,"économie",20819097
36,"paix",1994,12,"culture",20819097
4,"paix",1994,12,"inclassable",20819097
335,"paix",1994,12,"international",20819097
11,"paix",1994,12,"politique",20819097
9,"paix",1994,12,"société",20819097
3,"paix",1994,12,"économie",20819097
35,"paix",1995,1,"culture",20027224
1,"paix",1995,1,"inclassable",20027224
279,"paix",1995,1,"international",20027224
32,"paix",1995,1,"politique",20027224
1,"paix",1995,1,"science/technologie",20027224
11,"paix",1995,1,"société",20027224
1,"paix",1995,1,"sport",20027224
2,"paix",1995,1,"économie",20027224
37,"paix",1995,2,"culture",20027224
2,"paix",1995,2,"inclassable",20027224
319,"paix",1995,2,"international",20027224
15,"paix",1995,2,"politique",20027224
5,"paix",1995,2,"société",20027224
5,"paix",1995,2,"sport",20027224
1,"paix",1995,2,"économie",20027224
62,"paix",1995,3,"culture",20027224
8,"paix",1995,3,"inclassable",20027224
160,"paix",1995,3,"international",20027224
19,"paix",1995,3,"politique",20027224
3,"paix",1995,3,"science/technologie",20027224
12,"paix",1995,3,"société",20027224
1,"paix",1995,3,"sport",20027224
1,"paix",1995,3,"économie",20027224
30,"paix",1995,4,"culture",20027224
4,"paix",1995,4,"inclassable",20027224
152,"paix",1995,4,"international",20027224
35,"paix",1995,4,"politique",20027224
14,"paix",1995,4,"société",20027224
5,"paix",1995,4,"économie",20027224
43,"paix",1995,5,"culture",20027224
2,"paix",1995,5,"inclassable",20027224
241,"paix",1995,5,"international",20027224
54,"paix",1995,5,"politique",20027224
1,"paix",1995,5,"science/technologie",20027224
8,"paix",1995,5,"société",20027224
1,"paix",1995,5,"sport",20027224
1,"paix",1995,5,"économie",20027224
47,"paix",1995,6,"culture",20027224
2,"paix",1995,6,"inclassable",20027224
335,"paix",1995,6,"international",20027224
21,"paix",1995,6,"politique",20027224
1,"paix",1995,6,"science/technologie",20027224
1,"paix",1995,6,"société",20027224
2,"paix",1995,6,"sport",20027224
1,"paix",1995,6,"économie",20027224
32,"paix",1995,7,"culture",20027224
6,"paix",1995,7,"inclassable",20027224
204,"paix",1995,7,"international",20027224
